episode_hash,cohort_group,task,lab,scene,operator,embodiment,rig_name,num_frames,zarr_processed_path,is_eval
692feca0ff402550463ce6ab,fold_clothes,fold_clothes,mecka,living_room,670be6761e62a52f6a35360d,human_bimanual,mecka,266.0,s3://rldb/processed_v3/mecka/flagship/692feca0ff402550463ce6ab.zarr,False
692e771c39719ab57395b408,fold_clothes,fold_clothes,mecka,,690364170e94ce070afd1da5,human_bimanual,mecka,508.0,s3://rldb/processed_v3/mecka/flagship/692e771c39719ab57395b408.zarr,False
2025-09-26-19-08-33-000000,fold_clothes,fold_clothes,rl2,5,B9BG1frBKz-C2vUD,human_bimanual,aria_gen1,4110.0,s3://rldb/processed_v3/aria/2025-09-26-19-08-33-000000.zarr,False
2025-09-20-17-47-54-000000,fold_clothes,fold_clothes,rl2,1,ucKevMbqCXuuySSS,human_bimanual,aria_gen1,2815.0,s3://rldb/processed_v3/aria/2025-09-20-17-47-54-000000.zarr,False
2025-09-23-22-15-03-000000,fold_clothes,fold_clothes,rl2,4,pB5ssSy__hBrm6wJ,human_bimanual,aria_gen1,2312.0,s3://rldb/processed_v3/aria/2025-09-23-22-15-03-000000.zarr,False
2025-10-29-21-59-41-062000,fold_clothes,fold_clothes,rl2,6,__zQ0kS-xjtwKdGt,human_bimanual,aria_gen1,2662.0,s3://rldb/processed_v3/aria/2025-10-29-21-59-41-062000.zarr,False
692e9858af371a654ce7fc3f,cup_on_saucer,cup_on_saucer,mecka,,690cb8f69adc5c8f26f64201,human_bimanual,mecka,198.0,s3://rldb/processed_v3/mecka/flagship/692e9858af371a654ce7fc3f.zarr,False
692ed8c1f2e4e72c033b998c,cup_on_saucer,cup_on_saucer,mecka,,690362600e94ce070afd1d30,human_bimanual,mecka,341.0,s3://rldb/processed_v3/mecka/flagship/692ed8c1f2e4e72c033b998c.zarr,False
692e9fb79cebf0ec017ddc0f,cup_on_saucer,cup_on_saucer,mecka,,68bc72d1fcdaacc405e3db53,human_bimanual,mecka,162.0,s3://rldb/processed_v3/mecka/flagship/692e9fb79cebf0ec017ddc0f.zarr,False
692ea1c5a0e165ab2e42e43e,cup_on_saucer,cup_on_saucer,mecka,,68696b41314bde44018fa510,human_bimanual,mecka,161.0,s3://rldb/processed_v3/mecka/flagship/692ea1c5a0e165ab2e42e43e.zarr,False
692ee02d4215b056bf36e786,cup_on_saucer,cup_on_saucer,mecka,,69038b590e94ce070afd2952,human_bimanual,mecka,304.0,s3://rldb/processed_v3/mecka/flagship/692ee02d4215b056bf36e786.zarr,False
692ef7cc0ba268eb16564b32,cup_on_saucer,cup_on_saucer,mecka,,68bdae5d259c8771eea61c1b,human_bimanual,mecka,198.0,s3://rldb/processed_v3/mecka/flagship/692ef7cc0ba268eb16564b32.zarr,False
692ef634b07e0e30ff1132c8,cup_on_saucer,cup_on_saucer,mecka,,69036806466be157ec64477f,human_bimanual,mecka,178.0,s3://rldb/processed_v3/mecka/flagship/692ef634b07e0e30ff1132c8.zarr,False
692eae813019385fbbf5686f,cup_on_saucer,cup_on_saucer,mecka,,690366b20e94ce070afd1e8a,human_bimanual,mecka,195.0,s3://rldb/processed_v3/mecka/flagship/692eae813019385fbbf5686f.zarr,False
692ea95fc609aae267b27993,cup_on_saucer,cup_on_saucer,mecka,,690364170e94ce070afd1da5,human_bimanual,mecka,234.0,s3://rldb/processed_v3/mecka/flagship/692ea95fc609aae267b27993.zarr,False
692ea306dbc4294a49cc7227,cup_on_saucer,cup_on_saucer,mecka,,6871d82a1aaf88556f0c6041,human_bimanual,mecka,142.0,s3://rldb/processed_v3/mecka/flagship/692ea306dbc4294a49cc7227.zarr,False
692ea9f25aae241ad236edc6,cup_on_saucer,cup_on_saucer,mecka,,6903b590466be157ec64580a,human_bimanual,mecka,208.0,s3://rldb/processed_v3/mecka/flagship/692ea9f25aae241ad236edc6.zarr,False
692f13d3f59fd218b1be026e,cup_on_saucer,cup_on_saucer,mecka,,6904b8d0466be157ec648ef1,human_bimanual,mecka,186.0,s3://rldb/processed_v3/mecka/flagship/692f13d3f59fd218b1be026e.zarr,False
2026-01-14-21-25-03-572000,cup_on_saucer,cup_on_saucer,rl2,9,liMUt-8vcABzgMW2,human_bimanual,aria_gen1,3632.0,s3://rldb/processed_v3/aria/2026-01-14-21-25-03-572000.zarr,False
2025-11-14-17-12-11-375000,cup_on_saucer,cup_on_saucer,rl2,5,rl2,human_bimanual,aria_gen1,3924.0,s3://rldb/processed_v3/aria/2025-11-14-17-12-11-375000.zarr,False
2025-12-12-21-57-03-498000,cup_on_saucer,cup_on_saucer,rl2,4,w06Lr-M7fxyxM1_2,human_bimanual,aria_gen1,2405.0,s3://rldb/processed_v3/aria/2025-12-12-21-57-03-498000.zarr,False
2026-01-20-20-21-15-271000,cup_on_saucer,cup_on_saucer,rl2,6,cbb43DO-bmnqDXr5,human_bimanual,aria_gen1,5361.0,s3://rldb/processed_v3/aria/2026-01-20-20-21-15-271000.zarr,False
69b69bc403235b32d9cc6795,dishwashing,dishwashing,mecka,kitchen,69ab1b109e30eb1c1741ac18,human_bimanual,mecka,2002.0,s3://rldb/processed_v3/mecka/freeform/69b69bc403235b32d9cc6795.zarr,False
69b9db2d66541bb0435c0709,dishwashing,dishwashing,mecka,kitchen,69aeb354d22d9965525475a1,human_bimanual,mecka,2695.0,s3://rldb/processed_v3/mecka/freeform/69b9db2d66541bb0435c0709.zarr,False
69b8e54ce03168d093e513f2,dishwashing,dishwashing,mecka,kitchen,699380a98ef025297003a802,human_bimanual,mecka,2398.0,s3://rldb/processed_v3/mecka/freeform/69b8e54ce03168d093e513f2.zarr,False
69b69d70fcf571522b7cf94a,dishwashing,dishwashing,mecka,kitchen,696091f283a9fdf2d85a53bd,human_bimanual,mecka,2009.0,s3://rldb/processed_v3/mecka/freeform/69b69d70fcf571522b7cf94a.zarr,False
69b920f31264ecdcc598b290,dishwashing,dishwashing,mecka,kitchen,69824594f8ca4464d98e3a03,human_bimanual,mecka,2245.0,s3://rldb/processed_v3/mecka/freeform/69b920f31264ecdcc598b290.zarr,False
69b97d8618c008a21ec3ff37,dishwashing,dishwashing,mecka,kitchen,6992eb628ef0252970026d05,human_bimanual,mecka,2845.0,s3://rldb/processed_v3/mecka/freeform/69b97d8618c008a21ec3ff37.zarr,False
69bad5800da7f40dbac6e03f,dishwashing,dishwashing,mecka,kitchen,69974149ed1708063b30c24b,human_bimanual,mecka,2698.0,s3://rldb/processed_v3/mecka/freeform/69bad5800da7f40dbac6e03f.zarr,False
69b3fc97bb2330fd692792ba,dishwashing,dishwashing,mecka,room_service_kitchen,693fb55a35c314cfbaa69287,human_bimanual,mecka,2245.0,s3://rldb/processed_v3/mecka/freeform/69b3fc97bb2330fd692792ba.zarr,False
69b8d71f0dc8a1a65089bd58,dishwashing,dishwashing,mecka,kitchen,6984a761f8ca4464d99369fb,human_bimanual,mecka,2245.0,s3://rldb/processed_v3/mecka/freeform/69b8d71f0dc8a1a65089bd58.zarr,False
69baf9bed1413a767f2ec0cd,dishwashing,dishwashing,mecka,kitchen,695d19e583a9fdf2d84de2ce,human_bimanual,mecka,2731.0,s3://rldb/processed_v3/mecka/freeform/69baf9bed1413a767f2ec0cd.zarr,False
69b686597c2e4161f098b727,dishwashing,dishwashing,mecka,kitchen,6921cd664a8070b9cec5e6da,human_bimanual,mecka,1825.0,s3://rldb/processed_v3/mecka/freeform/69b686597c2e4161f098b727.zarr,False
69b92dedfe5dea81e8054629,dishwashing,dishwashing,mecka,kitchen,6982c3faf8ca4464d98ee4c6,human_bimanual,mecka,2695.0,s3://rldb/processed_v3/mecka/freeform/69b92dedfe5dea81e8054629.zarr,False
69bb089c54cd0f45440771db,dishwashing,dishwashing,mecka,kitchen,698315fdf8ca4464d98f90b9,human_bimanual,mecka,2695.0,s3://rldb/processed_v3/mecka/freeform/69bb089c54cd0f45440771db.zarr,False
69ba0658f4432734dc1b3b74,dishwashing,dishwashing,mecka,kitchen,69b2b2be1eeb3be59c3315ed,human_bimanual,mecka,2215.0,s3://rldb/processed_v3/mecka/freeform/69ba0658f4432734dc1b3b74.zarr,False
69b9e4546f9adfcd4d4b7a04,dishwashing,dishwashing,mecka,kitchen,6989bbd2f8ca4464d99e9a30,human_bimanual,mecka,2695.0,s3://rldb/processed_v3/mecka/freeform/69b9e4546f9adfcd4d4b7a04.zarr,False
69b87fd12f17571d7e345f06,dishwashing,dishwashing,mecka,kitchen,698a98f99c7041a3a32abe63,human_bimanual,mecka,2909.0,s3://rldb/processed_v3/mecka/freeform/69b87fd12f17571d7e345f06.zarr,False
696ec60adb9542d237e0ac81,potting_plants,potting_plants,mecka,greenhouse,694b1941bbfb646b2b3c5baf,human_bimanual,mecka,3267.0,s3://rldb/processed_v3/mecka/freeform/696ec60adb9542d237e0ac81.zarr,False
696bd584a6f1d19c018345e5,potting_plants,potting_plants,mecka,outdoor_plant_area,696454d683a9fdf2d8655554,human_bimanual,mecka,1858.0,s3://rldb/processed_v3/mecka/freeform/696bd584a6f1d19c018345e5.zarr,False
693ce218ae4ba3a585cea782,potting_plants,potting_plants,mecka,outdoor_plant_area,692d0b25ce5ff368187a0f3c,human_bimanual,mecka,2103.0,s3://rldb/processed_v3/mecka/freeform/693ce218ae4ba3a585cea782.zarr,False
696bd7d2f7b3293476cab9eb,potting_plants,potting_plants,mecka,outdoor_plant_area,69643efe83a9fdf2d8653feb,human_bimanual,mecka,2998.0,s3://rldb/processed_v3/mecka/freeform/696bd7d2f7b3293476cab9eb.zarr,False
696bce9a25368af005ca7534,potting_plants,potting_plants,mecka,pot_section,69643f9383a9fdf2d865408d,human_bimanual,mecka,3151.0,s3://rldb/processed_v3/mecka/freeform/696bce9a25368af005ca7534.zarr,False
693a5896c0a0d60ee62e8c1b,potting_plants,potting_plants,mecka,plant_nursery,68e5ca46b016bcc4ed5ec3e1,human_bimanual,mecka,2701.0,s3://rldb/processed_v3/mecka/freeform/693a5896c0a0d60ee62e8c1b.zarr,False
696bb86da8cba78d3b5a5111,potting_plants,potting_plants,mecka,nursery,695b0a1e83a9fdf2d8485e5a,human_bimanual,mecka,2998.0,s3://rldb/processed_v3/mecka/freeform/696bb86da8cba78d3b5a5111.zarr,False
696da21d154a7aa736439d18,potting_plants,potting_plants,mecka,outdoor_plant_area,695aec4383a9fdf2d8483b4b,human_bimanual,mecka,2998.0,s3://rldb/processed_v3/mecka/freeform/696da21d154a7aa736439d18.zarr,False
696bc82c476e9a6e777ffe77,potting_plants,potting_plants,mecka,nursery,695aebe083a9fdf2d8483adc,human_bimanual,mecka,2998.0,s3://rldb/processed_v3/mecka/freeform/696bc82c476e9a6e777ffe77.zarr,False
693a3895b40b697e3cd77f34,potting_plants,potting_plants,mecka,greenhouse,692c795bce5ff3681879e7e2,human_bimanual,mecka,2371.0,s3://rldb/processed_v3/mecka/freeform/693a3895b40b697e3cd77f34.zarr,False
696f5b670c3a7a7fbb69a5b4,potting_plants,potting_plants,mecka,greenhouse,695b049083a9fdf2d84857f2,human_bimanual,mecka,3600.0,s3://rldb/processed_v3/mecka/freeform/696f5b670c3a7a7fbb69a5b4.zarr,False
696ec3008ea2ad3c2dad74fd,potting_plants,potting_plants,mecka,greenhouse,6942241606d83617d8fefa9f,human_bimanual,mecka,2702.0,s3://rldb/processed_v3/mecka/freeform/696ec3008ea2ad3c2dad74fd.zarr,False
693a315dc3de433d918263c8,potting_plants,potting_plants,mecka,outdoor_plant_area,6930d8676e496b45b1e1269a,human_bimanual,mecka,3481.0,s3://rldb/processed_v3/mecka/freeform/693a315dc3de433d918263c8.zarr,False
6971e9f19306036c2689d773,potting_plants,potting_plants,mecka,nursery,6951f5a2c0d9448524bb43e5,human_bimanual,mecka,2700.0,s3://rldb/processed_v3/mecka/freeform/6971e9f19306036c2689d773.zarr,False
693a5768a20d70dd718c32cc,potting_plants,potting_plants,mecka,garden_area,692d0b25ce5ff368187a0f3c,human_bimanual,mecka,2251.0,s3://rldb/processed_v3/mecka/freeform/693a5768a20d70dd718c32cc.zarr,False
696bcd69da6069828e20d075,potting_plants,potting_plants,mecka,potting_section,69643b6f83a9fdf2d8653ca7,human_bimanual,mecka,2218.0,s3://rldb/processed_v3/mecka/freeform/696bcd69da6069828e20d075.zarr,False
69b9f96927ee5763b67cb08b,ironing_clothes,ironing_clothes,mecka,laundry_room,69aeb354d22d9965525475a1,human_bimanual,mecka,2849.0,s3://rldb/processed_v3/mecka/freeform/69b9f96927ee5763b67cb08b.zarr,False
69b495d7a571e5b46d9544a3,ironing_clothes,ironing_clothes,mecka,sewing_floor,692e249fce5ff368187ae1a2,human_bimanual,mecka,2335.0,s3://rldb/processed_v3/mecka/freeform/69b495d7a571e5b46d9544a3.zarr,False
69b9a4ddb64dff59fd1893fc,ironing_clothes,ironing_clothes,mecka,dining_room,69a725a347e12c9b3390ba33,human_bimanual,mecka,2683.0,s3://rldb/processed_v3/mecka/freeform/69b9a4ddb64dff59fd1893fc.zarr,False
69b9b2169fd2f95542baefa7,ironing_clothes,ironing_clothes,mecka,bedroom,69ab6f557bf9cbce29a3b522,human_bimanual,mecka,2401.0,s3://rldb/processed_v3/mecka/freeform/69b9b2169fd2f95542baefa7.zarr,False
69b9c47830e465706c5910c0,ironing_clothes,ironing_clothes,mecka,living_room,69ab6f557bf9cbce29a3b522,human_bimanual,mecka,2551.0,s3://rldb/processed_v3/mecka/freeform/69b9c47830e465706c5910c0.zarr,False
69b4b3e32e40b83afba4a167,ironing_clothes,ironing_clothes,mecka,ironing_station,6948d6a45c0479a0fb83071d,human_bimanual,mecka,2395.0,s3://rldb/processed_v3/mecka/freeform/69b4b3e32e40b83afba4a167.zarr,False
69b845dfc5ab7070deca47a4,ironing_clothes,ironing_clothes,mecka,bedroom,69a8be7233415ccfc7e7cb5e,human_bimanual,mecka,2099.0,s3://rldb/processed_v3/mecka/freeform/69b845dfc5ab7070deca47a4.zarr,False
69b94bf0a531a44181730103,ironing_clothes,ironing_clothes,mecka,bedroom,69931c168ef025297002c13a,human_bimanual,mecka,2605.0,s3://rldb/processed_v3/mecka/freeform/69b94bf0a531a44181730103.zarr,False
69b949cd3d7564e60197049e,ironing_clothes,ironing_clothes,mecka,bedroom,699a8f876fe91711a3b208ed,human_bimanual,mecka,2695.0,s3://rldb/processed_v3/mecka/freeform/69b949cd3d7564e60197049e.zarr,False
69b1edd98d7e52f146936e50,ironing_clothes,ironing_clothes,mecka,stockroom,6905a4e79adc5c8f26f52ca2,human_bimanual,mecka,1858.0,s3://rldb/processed_v3/mecka/freeform/69b1edd98d7e52f146936e50.zarr,False
69b36fff97fe745bf0602315,ironing_clothes,ironing_clothes,mecka,stockroom,68e0b875c33a1abcb8fc55b9,human_bimanual,mecka,2188.0,s3://rldb/processed_v3/mecka/freeform/69b36fff97fe745bf0602315.zarr,False
69b953bc6be1c6d054a43369,ironing_clothes,ironing_clothes,mecka,bedroom,6988a6caf8ca4464d99cfc09,human_bimanual,mecka,2369.0,s3://rldb/processed_v3/mecka/freeform/69b953bc6be1c6d054a43369.zarr,False
696bd486cfb39c7ef2d48dcd,ironing_clothes,ironing_clothes,mecka,fitting_room,6965a84283a9fdf2d869d0c1,human_bimanual,mecka,3598.0,s3://rldb/processed_v3/mecka/freeform/696bd486cfb39c7ef2d48dcd.zarr,False
696eccaa54df4cd3f89ae845,ironing_clothes,ironing_clothes,mecka,ironing_station,693a399ec67c9e4814b0c09f,human_bimanual,mecka,2672.0,s3://rldb/processed_v3/mecka/freeform/696eccaa54df4cd3f89ae845.zarr,False
69b4abe82176c8614d96df49,ironing_clothes,ironing_clothes,mecka,womens_section,68b3ce7da367a4b3947a9991,human_bimanual,mecka,2395.0,s3://rldb/processed_v3/mecka/freeform/69b4abe82176c8614d96df49.zarr,False
69b1c668e13eeef852cac8ed,ironing_clothes,ironing_clothes,mecka,pressing_area,69491b865c0479a0fb835f18,human_bimanual,mecka,1795.0,s3://rldb/processed_v3/mecka/freeform/69b1c668e13eeef852cac8ed.zarr,False
